video_id,title,url,channel,published,duration,views,category,difficulty,quality_score,core_idea,actionable_insight,target_audience,creator_info,mentioned_companies,company_details,financial_data,technologies,auto_tags,semantic_topics,language,processed_at,project_category
Z5EjbBPri-c,Everything Perplexity In 34 Minutes,https://www.youtube.com/watch?v=Z5EjbBPri-c,Tina Huang,,00:34:08,228862,Technology,Beginner,8,"Perplexity is a multi-functional AI tool that combines search, generation, and automation capabilities, serving as a more advanced alternative to traditional chatbots for information discovery and workflow automation.","The key differentiator of Perplexity is its ability to filter searches by source type (web, academic, social, finance) and combine multiple AI models, providing users with more control over result relevance and accuracy.","AI tool users, productivity enthusiasts, researchers, business professionals seeking advanced information discovery and automation capabilities",Tina Huang,"Perplexity, Framer, OpenAI, Google, Anthropic","Perplexity is an AI-powered platform that positions itself as a Swiss Army knife for information discovery, offering search, generation, automation, and browser capabilities.",,"Perplexity AI, Sonar model, Claude, Gemini, GPT, Grok, Comet browser, APIs, WhatsApp integration","Perplexity tutorial, AI search, information discovery, AI tools, automation workflows","Artificial Intelligence, Search Technology, Productivity Tools, AI Integration, Information Retrieval",auto,2026-04-13 19:00,General
dLxz6zDGzUQ,Building 5 AI Apps In 30 Minutes (ChatGPT + Lovable Tutorial),https://www.youtube.com/watch?v=dLxz6zDGzUQ,Tina Huang,,00:30:32,179257,Technology,Beginner,8,"Learn practical frameworks and prompting strategies for building five different types of AI applications quickly using ChatGPT and Lovable, with three complexity levels for each project.",The success of AI-assisted coding depends less on coding skill and more on clear communication through detailed product requirements prompts (PRP) and providing rich context to the AI tool,"Aspiring app builders, no-code developers, entrepreneurs, and beginners interested in AI-powered application development",Tina Huang - Technology educator and AI coding tutorial creator,"Lovable, OpenAI",Lovable is an AI-assisted coding platform; OpenAI provides ChatGPT,,"ChatGPT, Lovable, React, Tailwind CSS, Three.js, GitHub, JavaScript","AI-assisted coding, no-code development, ChatGPT, Lovable, app building, prompting, web development, tutorial, frameworks","AI application development, prompt engineering, software development frameworks, no-code/low-code tools, version control, debugging methodologies",auto,2026-04-13 19:00,General
lL7CarkGcRA,Investing In 52 Minutes,https://www.youtube.com/watch?v=lL7CarkGcRA,Tina Huang,,00:52:42,31670,Finance,Beginner,8,"Successful investing requires understanding three foundational principles: allowing time for compound growth, diversifying across asset classes to reduce risk, and maintaining liquidity for financial flexibility and emergencies.","Time can turn a 48% market loss into a 152% gain over a 10-year period, demonstrating that panic selling during downturns is the primary wealth destroyer, not market crashes themselves.","Beginner investors, individuals seeking foundational investment knowledge, people concerned about economic uncertainty",Tina Huang is a YouTube content creator who has been investing for nearly a decade and creates educational business and personal finance content,HubSpot,HubSpot sponsored a portion of this video,"Investment strategy, portfolio diversification, asset allocation, market timing, compound interest, financial risk management","ETFs, Robo advisors, Cryptocurrency, NFTs","investing for beginners, portfolio diversification, asset classes, compound interest, financial strategy, market risk, wealth building","Investment fundamentals, Portfolio management, Asset allocation, Risk management, Financial education, Wealth accumulation, Time value of money",auto,2026-04-13 19:00,General
3xo1nQGqmYI,Claude 4 Models & Claude Code Fundamentals In 24 Minutes,https://www.youtube.com/watch?v=3xo1nQGqmYI,Tina Huang,,00:24:01,58329,Technology,Intermediate,8,Claude 4 models represent Anthropic's strategic shift from general chatbots to specialized AI coding and agentic systems with enhanced parallel tool capabilities and extended context windows.,"Parallel tool invocation rather than sequential execution significantly improves efficiency for complex multi-step analysis tasks, reducing total processing time and improving output quality.","Software developers, AI engineers, and data analysts interested in coding automation and enterprise AI applications.",Tina Huang - AI educator and technical content creator,"Anthropic, OpenAI, Google",Anthropic: AI safety company building Claude models; CEO Dario Amodei; strategic focus on coding and agentic AI systems,Claude Pro: $17-20/month; Claude Max: $100/month,"Claude Opus 4, Claude Sonnet 4, Claude Code, Extended Thinking, MCP, Web Search Tool, Data Analysis, Code Execution","AI models, coding agents, Claude 4, tool use, pricing, data analysis, benchmarks","AI model competition, Coding automation, Agentic AI systems, Parallel processing, Extended thinking, Developer tools",auto,2026-04-13 19:00,General
jS8g9cnfvTs,Every ChatGPT Feature In 37 Minutes,https://www.youtube.com/watch?v=jS8g9cnfvTs,Tina Huang,,00:36:23,162557,AI,Intermediate,8.0,"ChatGPT offers far more functionality than basic chatting, including AI agents that perform tasks, specialized tools for research and coding, voice interactions, and customizable GPTs for specific workflows.","ChatGPT's strength lies not in replacing search engines but in creative personalization and task automation—it can generate contextualized marketing stories, build applications, and schedule recurring workflows.","AI enthusiasts, content creators, professionals seeking productivity tools, beginner to intermediate ChatGPT users",Tina Huang - YouTube educator specializing in AI products and business intelligence,"OpenAI, HubSpot","OpenAI created ChatGPT, released October 2022; HubSpot sponsored a portion of this video",,"ChatGPT-5, GPT models, Sora, CodeX, OpenAI Playground, OpenAI Agents SDK, Voice Mode, Canvas, Deep Research","ChatGPT features, AI tutorial, productivity, automation, voice mode, custom GPTs, code generation, image generation","AI chatbot capabilities, task automation and agents, creative content generation, developer tools and SDKs",auto,2026-04-13 19:01,General
nuEhBT31KQw,Every Essential AI Skill in 25 Minutes (2025),https://www.youtube.com/watch?v=nuEhBT31KQw,Tina Huang,,00:25:58,436154,Education,Beginner,9,"Prompting is the highest ROI skill for AI literacy in 2025, and structured frameworks like TCREI enable anyone to communicate effectively with AI models to achieve desired outcomes.","Adding context, persona, and specific output format requirements to prompts transforms mediocre AI results into high-quality outputs by helping the model understand your exact needs.",Beginners to intermediate learners wanting to master AI skills and improve productivity in 2025,Tina Huang - YouTuber specializing in AI education and practical AI skills training,"OpenAI, Google, Anthropic, Retool","Video sponsored by Retool, a platform for building internal tools",,"GPT-4, Gemini 2.5 Pro, Claude, Large Language Models, Multimodal AI, Generative AI","AI skills, prompting, large language models, AI education, generative AI, TCREI framework, AI literacy, 2025 trends","Artificial Intelligence Fundamentals, Prompt Engineering, Generative AI Models, AI Communication Techniques, LLM Best Practices",auto,2026-04-13 19:01,General
DsKZpgoy830,Every AI Model Explained,https://www.youtube.com/watch?v=DsKZpgoy830,Tina Huang,,00:19:01,119186,Technology,Beginner,8,"AI models exist on a spectrum of capability and cost, with different models optimized for different use cases. Understanding these trade-offs helps developers choose the right tool for their specific needs.","The most capable AI model is not always the best choice for every task; mid-tier and lightweight models often provide better cost-efficiency and speed for 80% of use cases, similar to how Boeing 737s dominate commercial aviation.","Developers, product managers, and business decision-makers evaluating AI model options",Tina Huang,"OpenAI, Anthropic, Perplexity AI",OpenAI creates flagship models like GPT-5.2; Anthropic develops Claude models including Opus 4.6; Perplexity AI serves as a model aggregator platform,None,"GPT-5.2, Claude Opus 4.6, Perplexity AI, Large Language Models, AI Model Selection, Multimodal AI","AI models, model selection, GPT-5.2, Claude Opus, cost-efficiency, capability tradeoffs","AI model comparison, machine learning architecture, cost-performance optimization, AI tool selection framework, multimodal capabilities",auto,2026-04-13 19:01,General
iLCDSY2XX7E,Vibe Coding Fundamentals In 33 minutes,https://www.youtube.com/watch?v=iLCDSY2XX7E,Tina Huang,,00:33:22,867010,Technology,Beginner,8,"Vibe coding represents a paradigm shift where AI language models generate code from natural language prompts, but success requires disciplined thinking frameworks rather than relying on AI magic.","The most critical step in vibe coding is not the AI generation but the upfront thinking process where you define logical, analytical, computational, and procedural aspects of your problem before prompting the model.","Software developers, programmers, and technologists interested in AI-assisted development tools",Tina Huang,"Replit, OpenAI, DeepLearning.AI",Replit is a platform for vibe coding apps that created the free Vibe Coding 101 course in collaboration with DeepLearning.AI,,"Cursor Composer, Sonnet, Replit Windsurf, LLM, React, AI Code Generation","vibe-coding, AI-assisted-development, prompt-engineering, LLM, software-development, Replit, Cursor","AI-powered coding, prompt engineering, software development methodology, language models in development, code generation",auto,2026-04-13 19:01,General
1uCE0uoKXL8,Open Source AI In 17 Minutes,https://www.youtube.com/watch?v=1uCE0uoKXL8,Tina Huang,,00:17:37,192686,Technology,Intermediate,8,"Open source AI democratizes access to artificial intelligence by providing customizable, cost-effective alternatives to proprietary models, with recent breakthroughs making them competitive with closed source solutions.","Chinese open source models have surpassed Western downloads as of mid-2025, indicating a significant geopolitical shift in AI development where open source provides data sovereignty regardless of origin.","Developers, business decision-makers, and technology professionals evaluating AI infrastructure",Tina Huang,"OpenAI, Anthropic, Google, X, A16Z, HubSpot",A16Z (Andreessen Horowitz) reports 80% of their startup portfolio likely uses Chinese open source models,Open source AI significantly reduces costs compared to closed source API-based solutions with no recurring vendor fees,"Open source AI models, DeepSeek R1, Model fine-tuning, On-premises deployment, Edge computing, Private cloud hosting","open-source-ai, model-deployment, cost-reduction, data-privacy, ai-infrastructure, vendor-independence","Open Source AI Systems, Closed Source vs Open Source AI, AI Model Deployment, Cost-Benefit Analysis of AI, Geopolitical AI Trends, Data Privacy in AI, Hardware Requirements for AI",auto,2026-04-13 19:01,General
oshQg1uSRvg,How To Learn To Code In 2026,https://www.youtube.com/watch?v=oshQg1uSRvg,Tina Huang,,00:15:39,303091,Education,Beginner,8,"Modern coding education in 2026 emphasizes foundational software engineering principles and agentic orchestration rather than manual implementation details, requiring developers to understand the big picture before delegating to AI systems.","To effectively use AI coding agents, you must be an experienced engineer who understands system design, security implications, and can validate AI-generated code—AI tools amplify competence, not replace foundational knowledge.","Aspiring developers, career changers, and engineers wanting to learn modern development practices","Tina Huang, former data scientist at Meta with 10 years of coding experience","Meta, Tesla, OpenAI, Warp","Video sponsored by Warp (developer terminal tool). References include Andrej Karpathy (ex-Tesla AI Director, OpenAI founding member) and Meta employment history.",,"Python, JavaScript, AI coding agents, LLM agents, Terminal/IDE, APIs, Databases","coding education, agentic engineering, AI-assisted development, software architecture, learning path, 2026 trends, fundamentals","AI-assisted software development, coding education curriculum, software engineering fundamentals, system design and architecture, AI agent orchestration",auto,2026-04-13 19:02,General
kKG5MDF_234,My Favourite AI Workflow Nobody Talks About,https://www.youtube.com/watch?v=kKG5MDF_234,Tina Huang,,00:20:43,52712,AI,Intermediate,8,"Build hyper-customized AI software applications for specific business or personal needs using AI-assisted coding, eliminating expensive commercial software subscriptions while maintaining complete data control.","The most valuable software isn't sold commercially—it's custom-built for niche problems that only you have, and AI coding assistants now make this accessible without programming expertise.","Small business owners, solopreneurs, content creators, and entrepreneurs with unique operational workflows that don't fit standard software solutions.",Tina Huang,Balt,Balt sponsored portion of video,Build cost: $10-20 per app | Monthly hosting: variable by provider | Savings vs commercial software: $15-30/month per tool,"AI-assisted coding, Open source AI models, Local hosting, Large Language Models, API integration","AI workflows, custom software, no-code AI, business automation, cost reduction, hyperspecific apps, AI-assisted coding, open source AI, data privacy","AI-powered automation, Custom software development, Business process optimization, Cost reduction strategies, No-code AI tools, Data privacy and control",auto,2026-04-13 19:02,General
PL5QnLrOjqk,72 Hours Of AI Workshops In 18 Minutes,https://www.youtube.com/watch?v=PL5QnLrOjqk,Tina Huang,,00:18:20,207955,AI,Intermediate,8.0,"The AI agent market is following the same pattern as SaaS waves, with wave 1 (obvious applications) being dominated by incumbents. Startups should focus on vertical AI agents—specialized solutions for specific industries—where large companies lack ROI incentive.","Each vertical market requires such specialized knowledge that the ROI alone is insufficient for tech giants, creating high-probability success opportunities for startups willing to serve niche industries with AI agents.","Entrepreneurs, AI engineers, startup founders, career changers exploring AI","Tina Huang, YouTube educational content creator focused on AI and technology","Google, Anthropic, Y Combinator, Microsoft, Uber, Airbnb, Instacart, DoorDash, Coinbase, Veeva, Gusto, LangChain",Google IO conference featured 15+ products with integrated AI capabilities. Veeva valued at $47 billion. Gusto valued at $9.5 billion. B2B vertical SaaS category created over $300 billion in value.,"$300 billion (B2B vertical SaaS category value), $47 billion (Veeva), $9.5 billion (Gusto)","AI agents, Agentic AI, LangChain, SaaS, Mobile technology, Cloud technology","AI agents, startup strategy, vertical SaaS, agentic AI, entrepreneurship, career advice, AI engineering, business opportunities, AI products, industry specialization","AI agent opportunities, Vertical AI agents, SaaS market waves, Startup strategy, AI engineer career path, Product integration, Market differentiation, Industry-specific solutions",auto,2026-04-13 19:02,General
jLuwLJBQkIs,Context Engineering Clearly Explained,https://www.youtube.com/watch?v=jLuwLJBQkIs,Tina Huang,,00:12:48,189403,Technology,Intermediate,8,"Context engineering is the evolution of prompt engineering specifically designed for building complex AI applications and agents, focusing on packing the language model's context window efficiently with the right information, format, and instructions.","Unlike conversational AI where you iteratively refine responses, AI agents require complete, well-structured context upfront that anticipates all scenarios and edge cases, making context engineering a distinct discipline from traditional prompting.","AI application developers, AI engineers, product managers building LLM-based systems",Tina Huang,"Augment Code, OpenAI, Anthropic, Google",Video sponsored by Augment Code,,"Large Language Models, LLM, AI Agents, Context Window, Prompt Engineering, XML, Markdown","context-engineering, prompt-engineering, AI-agents, LLM-applications, AI-development, context-window, system-design","AI application development, Language model optimization, Prompt and context design, AI agent architecture, Complex system prompting",auto,2026-04-13 19:02,General
bTYL-lFM22k,"5 Unique Portfolio AI Projects (beginner to intermediate) | Python, OpenAI, ChatGPT, Langchain",https://www.youtube.com/watch?v=bTYL-lFM22k,Tina Huang,,00:16:52,179379,Education,Beginner,8,"Build an AI-powered personal tutor using prompt engineering and OpenAI API that maintains context, personalizes learning experiences, and can adopt custom personalities or teaching styles.","The transition from ChatGPT interface to OpenAI API is critical for production AI applications because it enables context management through system messages and conversation history, solving the fundamental problem of AI context loss.","Beginner to intermediate developers, aspiring AI engineers, data scientists learning to build AI products, students looking for portfolio projects.","Tina Huang, ex-Meta data scientist","OpenAI, Meta, Streamlit",Tina Huang previously worked as a data scientist at Meta; OpenAI provides the GPT API; Streamlit is a popular Python frontend framework for AI applications.,,"Python, OpenAI API, ChatGPT, LangChain, Streamlit","AI projects, prompt engineering, OpenAI API, Python, portfolio projects, ChatGPT, AI tutor, machine learning, beginner friendly","AI application development, Prompt engineering techniques, API integration, Context management in LLMs, Portfolio project building, Custom AI assistant creation",auto,2026-04-13 19:02,General
pU85nOAVKms,How to FINALLY Self Study Consistently,https://www.youtube.com/watch?v=pU85nOAVKms,Tina Huang,,00:11:36,159147,Education,Beginner,8,"Self-studying success depends on identifying your personality type (Magpie or A-Plus student), maintaining realistic expectations, and building consistency rather than enthusiasm. The key shift is moving from external structure-dependent learning to self-directed, intrinsically motivated learning.",People trained by traditional education systems struggle with self-learning not due to lack of intelligence but because they lack experience being self-directed; retraining your mindset and approach matters more than buying more resources.,"Career changers, self-learners, students transitioning from structured education, professionals wanting to learn AI and data science","Tina Huang, ex-Meta data scientist, YouTuber, founder of Lonely Octopus platform for AI and data skills learning","Meta, Lonely Octopus",Lonely Octopus is a platform founded by Tina Huang where people learn AI and data skills through real freelance projects,Udemy courses mentioned as cheap resources; emphasis on choosing one affordable option rather than buying multiple expensive boot camps,"AI, Data Science, Machine Learning","self-study, consistency, learning psychology, career transition, AI learning, motivation, education mindset, personality types","learning habits, self-discipline, motivation and goal-setting, education system critique, career development, burnout prevention, personality-based learning styles",auto,2026-04-13 19:03,General
oDO_hTtQedQ,Best Upcoming Jobs (2026 - 2030),https://www.youtube.com/watch?v=oDO_hTtQedQ,Tina Huang,,00:13:04,145974,Business,Intermediate,8,"The most valuable careers in 2026-2030 are those that combine fastest-growing job categories with broader economic transformation trends like AI, sustainability, and demographic shifts.",Simply pursuing a degree in growing fields is insufficient; career success requires aligning personal traits and skills with both labor market demand and macro trends reshaping entire industries.,"Career changers, early-career professionals, and job seekers planning 2-5 year career paths",Tina Huang,"World Economic Forum, Bureau of Labor Statistics, International Labor Organization, Perplexity, O*NET",Video sponsored by Perplexity; research cross-referenced with Bureau of Labor Statistics and International Labor Organization data,,"AI, Machine Learning, Big Data, Fintech, Autonomous Vehicles, Electric Vehicles, Renewable Energy","job-market, career-guidance, future-jobs, AI-transformation, green-economy, labor-trends, 2030-predictions, skill-development","Career Planning and Job Market Analysis, Emerging Technology Roles and AI Integration, Macroeconomic Trends Affecting Employment, Green Energy and Sustainability Careers, Labor Market Forecasting and Predictions",auto,2026-04-13 19:03,General
IaA-3FdWFm8,Best ChatGPT Prompts to Learn Coding (the ULTIMATE method!),https://www.youtube.com/watch?v=IaA-3FdWFm8,Tina Huang,,00:21:16,52230,Education,Beginner,8,"ChatGPT transforms coding education from documentation-heavy self-study into interactive, gamified, and multi-faceted learning experiences that are faster and more engaging than traditional methods.",Gamification and multiple solution exploration create deeper understanding and faster skill acquisition compared to passive documentation reading or bug-hunting in code.,"Beginner to intermediate programmers, self-taught developers, coding learners seeking faster learning methods",Tina Huang - Tech education content creator focused on AI and coding tips,OpenAI,"OpenAI created ChatGPT, the AI language model used as the primary learning tool demonstrated throughout the video",,"ChatGPT, Python, Interactive Learning Platforms","ChatGPT, Coding Education, Python Learning, AI Learning Tools, Self-Study Methods","AI-assisted learning, Coding pedagogy, Gamified education, Technical skill development, ChatGPT applications",auto,2026-04-13 19:03,General
Rd6F5wHIysM,Google Firebase Studio In 23 Minutes,https://www.youtube.com/watch?v=Rd6F5wHIysM,Tina Huang,,00:22:35,462047,Technology,Intermediate,8,"Firebase Studio is Google's answer to AI app builders with full-stack capabilities built on Firebase, positioned as a free alternative to paid competitors despite having a higher learning curve and early-release status.","The critical advantage of Firebase Studio is solving the backend limitation problem (databases, authentication, user management) that plagues current AI app builders by being built on established Firebase infrastructure rather than handling backend as an afterthought.","Developers, no-code builders, AI app builder enthusiasts, startups with limited budgets",Tina Huang - YouTube content creator focused on web development and AI tools,"Google, Firebase, Lovable, Replit, Bolt","Google - Tech giant releasing Firebase Studio as free AI app builder; Competitors (Lovable, Replit, Bolt) charge $20-30/month minimum",Firebase Studio: Free | Competitors: $20-30+ per month,"Firebase, AI app builder, Web development, Backend platform, Full-stack development, Database, Authentication","Firebase Studio, AI app builder, no-code, full-stack, Google product, free tool, productivity app, gamification","AI-powered development tools, low-code/no-code platforms, backend infrastructure, competitive analysis, early-stage product review",auto,2026-04-13 19:03,General
